DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
BAILECA,GEORGE BAILEY DETENTION FACILITY,446 ALTA ROAD,SAN DIEGO,SAN DIEGO,CA,92158,SND,27/03/2017,13/09/2011,32.590244,-116.921241
IAHSFTX,GEORGE BUSH INTERCONTINENTAL,2800 N. TERMINAL ROAD,HOUSTON,COUNTY,TX,77032,SNA,4/9/16,2/8/14,29.9839236,-95.33220235
GABAPGA,GEORGIA BAPTIST CHILDREN HOME,1508 US HIGHWAY 19S,MEANSVILLE,PIKE,GA,30256,ATL,29/09/2005,14/07/1998,32.971625,-84.323119
GILAJAZ,GILA COUNTY JAIL,1100 SOUTH STREET,GLOBE,GILA,AZ,85501,PHO,25/07/2006,18/07/1990,33.393482,-110.772798
GIJUVAZ,GILA COUNTY JUVENILE DETENTION CENTER,1425 E. SOUTH STREET,GLOBE,GILA,AZ,85501,PHO,8/10/08,20/12/2000,33.40038,-110.7688274
GILLITX,GILLISPIE CITY JAIL,"104 Industrial Loop, Fredericksburg, TX 78624",FREDERICKSBURG,GILLESPIE,TX,78624,SNA,20/09/2007,18/10/2001,30.250537,-98.849475
GILPICO,GILPIN COUNTY SHERIFF,2960 DORY HILL ROAD,GOLDEN,JEFFERSON,CO,80403,DEN,12/5/08,3/5/99,39.83923,-105.48211
GLADEFL,GLADES COUNTY DETENTION CENTER,1297 EAST SR 78,MOORE HAVEN,GLADES,FL,33471,MIA,4/11/17,16/07/2007,26.838714,-81.124018
GLADEF2,GLADES COUNTY DETENTION CENTER FEMALE,1297 EAST STATE RD 78 NW; ANNEX @ 598 6TH ST,MOORE HAVEN,GLADES,FL,33472,MIA,,,26.838714,-81.124018
GLEPDCA,GLENDALE POLICE DEPARTMENT,131 NORTH ISABEL STREET,GLENDALE,LOS ANGELES,CA,91206,LOS,26/10/2017,9/11/07,34.1472553,-118.2492154
GLENNCA,GLENN COUNTY JAIL,141 SOUTH LASSEN,WILLOWS,GLENN,CA,95988,SFR,16/08/2004,1/2/99,39.51950796,-122.199683
GSCHOLD,GLENWOOD SPRINGS HOLDROOM,100 MIDLAND AVENUE,GLENWOOD SPRINGS,GLENWOOD SPRINGS,CO,81601,DEN,13/06/2013,22/02/2011,39.5150507,-107.3234023
GLOUCNJ,GLOUCESTER COUNTY JAIL,70 HUNTER STREET,WOODBURY,GLOUCESTER,NJ,8096,NEW,11/11/87,13/11/1986,39.83890746,-75.1491954
GONZATX,GONZALES COUNTY JAIL,"1713 E Sarah DeWitt Dr, Gonzales, TX 78629",GONZALEZ,GONZALES,TX,78629,SNA,24/07/2007,9/3/03,29.523652,-97.443264
GOOD,GOOD,"430 W 6th St, Red Wing, MN 55066",RED WING,GOOD,MN,55066,SPM,,,44.5617588,-92.5328949
GOODHMN,GOODHUE COUNTY JAIL,"430 W 6th St, Red Wing, MN 55066",RED WING,GOODHUE,MN,55066,SPM,25/02/2007,19/01/2007,44.5617588,-92.5328949
GOSHEWY,GOSHEN COUNTY JAIL,"2120 E B St, Torrington, WY 82240",TORRINGTON,GOSHEN,WY,82240,DEN,28/09/2008,28/02/1999,42.065322,-104.1820187
GRAHAAZ,GRAHAM COUNTY,523 10TH AVE,SAFFORD,GRAHAM,AZ,85546,PHO,14/07/1996,23/07/1990,32.83451584,-109.7189282
GRANDCO,GRAND COUNTY JAIL,"670 Spring St, Hot Sulphur Springs, CO 80451",HOT SULPHUR SPGS,GRAND,CO,80451,DEN,20/04/2008,14/05/1991,40.0719943,-106.1047681
GFJUVND,GRAND FORKS COUNTY,"Grand Forks County Correctional Center
1701 North Washington",GRAND FORKS,GRAND FORKS,ND,58206,SPM,24/10/2017,11/9/97,47.935792,-97.055851
GFCORND,GRAND FORKS COUNTY CORRECTIONAL FACILITY,1701 NORTH WASHINGTON ST,GRAND FORKS,GRAND FORKS,ND,58206,SPM,4/11/17,17/02/1989,47.935792,-97.055851
GRFHOLD,GRAND FORKS HOLD ROOM,124 NORTH 6TH STREET,GRAND FORKS,GRAND FORKS,ND,58203,SPM,15/02/2017,15/02/2017,47.92382012,-97.03497765
GRIHOLD,GRAND ISLAND HOLDROOM,220 N. WALNUT STREET,GRAND ISLAND,HALL,NE,68801,SPM,15/02/2011,15/02/2011,40.924152,-98.343144
GJCHOLD,GRAND JUNCTION HOLDROOM,571 S. COMMERCIAL DRIVE,GRAND JUNCTION,MESA,CO,81501,DEN,12/9/17,16/02/2011,39.08742921,-108.5855331
GRMHOLD,GRAND RAPIDS HOLD ROOM,517 OTTAWA AVE NW,GRAND RAPIDS,KENT,MI,49503,DET,14/04/2015,17/09/2014,42.97268389,-85.67005197
GRANTWA,GRANT COUNTY,35 C ST N.W.,EPHRATA,GRANT,WA,98823,SEA,22/07/2009,30/10/2003,47.3215395,-119.5529628
GRANTOR,GRANT COUNTY JAIL,GRANT COUNTY JAIL,CANYON CITY,GRANT,OR,97820,SEA,5/4/11,14/05/1997,44.387071,-118.950498
GRYDCKY,GRAYSON COUNTY DETENTION CENTER,320 SHAW STATION ROAD,LEITCHFIELD,GRAYSON,KY,42754,CHI,26/02/2013,23/02/2005,37.49107275,-86.2578805
GRAYSKY,GRAYSON COUNTY JAIL,320 SHAW STATION ROAD,LEITCHFIELD,GRAYSON,KY,42754,CHI,4/11/17,16/12/1999,37.49107275,-86.2578805
GPCHOLD,GREAT PLAINS CI HOLDROOM,700 SUGAR CREEK ROAD,HINTON,CADDO,OK,73047,DAL,,,35.446946,-98.367623
GRECONY,GREENE COUNTY JAIL,80 BRIDGE STREET,CATSKILL,GREENE,NY,12414,BUF,28/09/2008,1/7/96,42.216681,-73.871447
GREENMO,GREENE COUNTY JAIL,929 N. ROBBERSON,SPRINGFIELD,GREENE,MO,65802,CHI,2/4/09,5/2/92,37.21775884,-93.29106785
BOPGRE,GREENVILLE FEDERAL CORRECTIONAL INSTITUTE,100 U.S. 40,GREENVILLE,BOND,IL,62246,CHI,17/04/2005,13/06/1995,38.867994,-89.409172
GRRHOLD,GREER HOLD ROOM,"501 Pennsylvania Ave, Greer, SC 29650",GREER,GREENVILLE,SC,29650,ATL,1/8/17,31/07/2017,34.9371548,-82.2418822
GREGGTX,GREGG COUNTY JAIL,101 E. METHVIN STREET,LONGVIEW,GREGG,TX,75601,DAL,,,32.4969194,-94.73862991
GRIMETX,GRIMES COUNTY SHERIFFS DEPARTMENT,382 FM 149 WEST,ANDERSON,GRIMES,TX,77830,HOU,22/01/2006,9/1/03,30.4899921,-95.9881162
GUADATX,GUADALUPE CITY JAIL,"2615 N Guadalupe St, Seguin, TX 78155",SEGUIN,GUADALUPE,TX,78155,SNA,16/02/2009,28/05/1999,29.6037661,-97.970028
BOPGUA,GUAYNABO MDC (SAN JUAN),HWY 28 INTSECT OF ROAD 165,SAN JUAN,SAN JUAN,PR,939,MIA,24/09/2017,21/06/1993,18.423156,-66.112209
GUNNICO,GUNNISON COUNTY JAIL,200 NORTH IOWA,GUNNISON,GUNNISON,CO,81230,DEN,13/04/2008,6/4/99,38.545648,-106.925516
GWINNGA,GWINNETT COUNTY JAIL,2900 UNIVERSITY PARKWAY,LAWRENCEVILLE,GWINNETT,GA,30043,ATL,30/12/2009,8/10/08,33.9821822,-83.9772641
HANMNPA,HAHNEMANN HOPSITAL,BRAOD & VINE STREETS,PHILADELPHIA,PHILADELPHIA,PA,19107,PHI,7/6/06,7/6/06,39.957615,-75.163099
HASHENE,HALL COUNTY DEPARTMENT OF CORRECTIONS,110 PUBLIC SAFETY DRIVE,GRAND ISLAND,HALL,NE,68801,SPM,4/11/17,4/2/92,40.926919,-98.328077
HALLJGA,HALL COUNTY JAIL,1700 BARBER ROAD,GAINESVILLE,HALL,GA,30507,ATL,4/11/17,27/06/1995,34.242651,-83.815583
HAMILTN,HAMILTON COUNTY,1600 EAST 3RD STREET,CHATTANOOGA,HAMILTON,TN,37404,NOL,3/3/08,21/02/1997,35.04276167,-85.27731135
HAMILKS,HAMILTON COUNTY JAIL,103 WEST AVE B,SYRACUSE,HAMILTON,KS,67878,CHI,8/10/02,24/04/2000,37.982449,-101.755393
HAMPDMA,HAMPDEN COUNTY,627 RANDALL ROAD,LUDLOW,HAMPDEN,MA,1056,BOS,6/1/03,19/12/1995,42.2046085,-72.5105724
HRREGVA,HAMPTON ROADS REGIONAL JAIL,2690 ELMHURST LANE,PORTSMOUTH,PORTSMOUTH CITY,VA,23701,WAS,10/3/14,16/06/2000,36.804472,-76.368436
HANCOMS,HANCOCK COUNTY JAIL,122 1/2 COURT STREET,BAY ST. LOUIS,HANCOCK,MS,39520,NOL,15/08/2005,11/4/87,30.31014017,-89.32784592
HANCOME,HANCOCK COUNTY JAIL,60 STATE STREET,ELLSWORTH,HANCOCK,ME,4605,BOS,6/8/07,30/05/2002,44.54326215,-68.42520034
HARDJIA,HARDIN COUNTY JAIL,1116 14TH AVENUE,ELDORA,HARDIN,IA,50627,SPM,4/11/17,17/09/1997,42.35984492,-93.09737106
HARLANE,HARLAN COUNTY JAIL,706 WEST 2ND STREET,ALMA,HARLAN,NE,68920,SPM,3/10/02,14/07/1999,40.099733,-99.362876
HLGHOLD,HARLINGEN HOLD ROOM,1717 ZOY STREET,HARLINGEN,CAMERON,TX,78550,SNA,30/10/2017,15/05/2008,26.178023,-97.71412437
HMCHOTX,HARLINGEN MEDICAL CENTER,5501 S EXPRESSWAY 71,HARLINGEN,CAMERON,TX,78550,SNA,4/11/17,20/03/1989,26.157745,-97.67513
HSF,HARLINGEN STAGING FACILITY,1102 SOUTH COMMERCE STREET,HARLINGEN,CAMERON,TX,78550,SNA,29/04/2013,28/01/2003,26.18120829,-97.68485813
HARPEKS,HARPER COUNTY JAIL,115 EAST STEADMAN STREET,ANTHONY,HARPER,KS,67003,CHI,27/01/2003,25/01/1991,37.15335271,-98.02982543
HARRIGA,HARRIS COUNTY JAIL,"HWY 116 E, PO BOX 286",HAMILTON,HARRIS,GA,31811,ATL,24/01/2007,26/07/1993,32.764412,-84.866192
HCPSYTX,HARRIS COUNTY PSYCHIATRIC CENTER,2800 S MACGREGOR WAY,HOUSTON,HARRIS,TX,77021,HOU,4/11/17,19/10/2016,29.71215455,-95.37452665
HBGHOLD,HARRISONBURG HOLD ROOM,"263 Neff Ave., Harrisonburg, VA 22801",HARRISONBURG,HARRISONBURG,VA,22801,WAS,18/09/2017,27/07/2011,38.4267988,-78.8483885
HARFOCT,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,HARTFORD,CT,6120,BOS,25/03/2007,3/3/94,41.79329603,-72.66005815
HARHOLD,HARTFORD OFFICE,450 MAIN STREET,HARTFORD,HARTFORD,CT,6103,BOS,25/07/2017,16/02/1993,41.65125491,-72.60366603
NEHASTI,HASTINGS DETENTION CENTER,4201 WEST 2ND,HASTINGS,ADAMS,NE,68901,SPM,10/5/05,24/06/2002,40.585571,-98.438216
HAYCOTX,HAYS COUNTY JAIL,C/O JAIL ADMINISTRATOR,SAN MARCOS,HAYS,TX,78666,SNA,6/8/07,1/11/90,29.895903,-97.904371
HAJUVTX,HAYS COUNTY JUVENILE CENTER,2250 CLOVIS R BARKER ROAD,SAN MARCOS,HAYS,TX,78666,SNA,28/08/2003,9/10/01,29.838236,-97.9525078
HELHOLD,HELENA DISTRICT CUSTODY,805 COLLEEN STREET,HELENA,LEWIS AND CLARK,MT,59601,SLC,6/7/15,9/7/97,46.59349986,-111.9741765
HENDENC,HENDERSON COUNTY DETENTION FACILITY,375 1ST AVENUE EAST,HENDERSONVILLE,HENDERSON,NC,28792,ATL,29/12/2014,19/09/2008,35.31488406,-82.45637937
HENDENV,HENDERSON DETENTION CENTER,18 E BASIC ROAD,HENDERSON,CLARK,NV,89015,SLC,4/11/17,4/2/11,36.0332158,-114.9746293
HENHOLD,HENDERSONVILLE HOLD ROOM,518 6TH AVE W,HENDERSONVILLE,HENDERSON,NC,28792,ATL,,,35.31880745,-82.46808227
HENDRFL,HENDRY COUNTY JAIL,101 SOUTH BRIDGE STREET,LABELLE,HENDRY,FL,33935,MIA,4/2/08,20/04/1999,26.7604715,-81.43664617
HEADCMN,HENNEPIN COUNTY ADULT DETENTION CENTER,525 PORTLAND AVENUE SOUTH,MINNEAPOLIS,HENNEPIN,MN,55415,SPM,13/07/2003,29/07/1998,44.97501846,-93.26256731
HENRIVA,HENRICO COUNTY JAIL,"4301 E Parham Rd, Henrico, VA 23228",RICHMOND,RICHMOND CITY,VA,23228,WAS,1/7/07,25/08/1989,37.6300305,-77.514718
HENRYGA,HENRY COUNTY SHERIFF,120 HENRY PARKWAY,MCDONOUGH,HENRY,GA,30253,ATL,23/06/1994,2/2/92,33.4229731,-84.17085152
HERKINY,HERKIMER COUNTY JAIL,"320 N Washington St, Herkimer, NY 13350",HERKIMER,HERKIMER,NY,13350,BUF,25/05/2005,17/11/1987,43.029561,-74.988169
CAYTHGS,HERMAN G. STARKS YTS,15180 EUCLID AVENUE,CHINO,SAN BERNARDINO,CA,91710,LOS,4/11/02,26/07/1999,33.980652,-117.6545864
HERNAFL,HERNANDO COUNTY JAIL,16425 SPRING HILL DRIVE,BROOKSVILLE,HERNANDO,FL,34604,MIA,29/10/2009,31/10/1997,28.483619,-82.451205
HIDALNM,HIDALGO COUNTY DETENTION FACILITY,83 OLD HIGHWAY 70,LORDSBURG,HIDALGO,NM,88045,ELP,29/01/2017,29/04/2015,32.337628,-108.665511
HIDALTX,HIDALGO COUNTY JAIL,3100 SOUTH HWY 281,EDINBURG,HIDALGO,TX,78539,SNA,25/10/2017,8/8/88,26.416723,-98.127738
AKHIGHL,HILAND MOUNTAIN CORRECTIONAL CENTER,9101 HESTERBERG ROAD,EAGLE RIVER,ANCHORAGE,AK,99577,SEA,13/03/2014,17/12/1992,61.3039289,-149.5801753
HILLCMT,HILL COUNTY DETENTION CENTER,1450 2ND STREET WEST,HAVRE,HILL,MT,59501,SLC,22/12/2014,13/05/2002,48.55288501,-109.7068314
HICOJFL,HILLSBOROUGH COUNTY JAIL,1201 NORTH ORIENT ROAD,TAMPA,HILLSBOROUGH,FL,33619,MIA,25/02/2009,21/10/1993,27.9582201,-82.37309106
HILLSNH,HILLSBOROUGH COUNTY JAIL,445 WILLOW STREET,MANCHESTER,HILLSBOROUGH,NH,3103,BOS,28/01/2000,6/6/90,42.9809687,-71.46134253
HOKLYTX,HOCKLEY COUNTY JAIL,1310 AVENUE H,LEVELLAND,HOCKLEY,TX,79336,ELP,,,33.5783128,-102.3788175
HOLINNY,HOLIDAY INN,14402 135TH AVENUE,JAMAICA,QUEENS,NY,11436,NYC,8/7/03,23/07/1997,40.679042,-73.805424
HLYCHIL,HOLY CROSS HOSPITAL,2701 W 68TH ST,CHICAGO,COOK,IL,60629,CHI,5/1/17,8/4/16,41.7693648,-87.6922122
BOPHON,HONOLULU FEDERAL DETENTION CENTER,351 ELLIOTT ST.,HONOLULU,HONOLULU,HI,96819,SFR,4/11/17,11/2/01,21.33349976,-157.9288689
HPBRGTX,HOPEBRIDGE HOSPITAL,5556 GASSMER DR.,HOUSTON,HARRIS,TX,77035,HOU,14/05/2017,8/5/15,29.651577,-95.477913
CAHGIRL,HOSANA GIRLS RANCH,6625 CROW CANYON ROAD,CASTRO VALLEY,ALAMEDA,CA,94552,SFR,28/06/2006,14/02/1998,37.7029703,-122.0520107
CAHBOYS,HOSANNA HOMES FOR BOYS,9990 CROW CANYON ROAD,CASTRO VALLEY,ALAMEDA,CA,94552,SFR,28/06/2006,28/11/1995,37.7029703,-122.0520107
HOSPSPR,HOSPITAL PAVIA-SANTURCE,1462 ASIA ST PO BOX 11137,SAN JUAN,SAN JUAN,PR,909,MIA,30/06/2017,13/04/2016,18.444251,-66.068992
HOTSPWY,HOT SPRINGS COUNTY JAIL,417 ARAPAHOE STREET,THERMOPOLIS,HOT SPRINGS,WY,82443,DEN,31/03/2008,31/03/2008,43.647137,-108.209056
HOUICDF,HOUSTON CONTRACT DETENTION FACILITY,15850 EXPORT PLAZA DRIVE,HOUSTON,HARRIS,TX,77032,HOU,4/11/17,1984,29.95083585,-95.31218808
HOUHOLD,HOUSTON FIELD OFFICE HOLD ROOM,5520 GREENS RD.,HOUSTON,HARRIS,TX,77032,HOU,4/11/17,17/11/1994,29.95204543,-95.31115606
HOWARMD,HOWARD COUNTY DETENTION CENTER,7301 WATERLOO ROAD,JESSUP,HOWARD,MD,20794,BAL,4/11/17,25/11/1987,39.16941095,-76.78179079
HUDSONJ,HUDSON COUNTY CORRECTIONAL CENTER,30-35 HACKENSACK AVE.,KEARNY,HUDSON,NJ,7032,NYC,4/11/17,14/08/1995,40.72991,-74.103398
HUDSPTX,HUDSPETH COUNTY JAIL,525 NORTH WILSON AVENUE,SIERRA BLANCA,HUDSPETH,TX,79851,ELP,18/09/2008,16/04/1986,31.1841074,-105.3585878
HUERFCO,HUERFANO COUNTY JAIL,500 SOUTH ALBERT,WALSENBERG,HUERFANO,CO,81089,DEN,21/06/2006,29/04/1991,37.624128,-104.782859
HUGHESD,HUGHES COUNTY,"3200 SD-34 #9, Pierre, SD 57501",PIERRE,HUGHES,SD,57501,SPM,9/11/05,6/9/94,44.356489,-100.31006
HUMBOIA,HUMBOLDT COUNTY JAIL,430 SUMNER AVENUE,HUMBOLDT,HUMBOLDT,IA,50548,SPM,28/10/2002,15/08/1997,42.72105806,-94.21417045
TXHUNTS,HUNTSVILLE STATE PENITENTIARY,HUNTSVILLE UNIT,HUNTSVILLE,WALKER,TX,77340,HOU,30/04/1997,30/04/1997,30.721677,-95.5465847
CCAHUTX,HUTTO CCA,1001 WELCH STREET,TAYLOR,WILLIAMSON,TX,76574,SNA,4/11/17,13/04/1998,30.5649047,-97.41975246
IBERILA,IBERIA PARISH JAIL,"300 IBERIA STREET, SUITE 120",NEW IBERIA,IBERIA,LA,70560,NOL,12/8/04,5/11/98,30.004479,-91.821314
IEPHOLD,ICE EL PASO HOLD ROOM,11541 MONTANA AVE,EL PASO,EL PASO,TX,79936,ELP,22/10/2017,5/7/16,31.80354631,-106.2886103
IFIHOLD,IDAHO FALLS HOLD ROOM,2075 NORTH BOULEVARD,IDAHO FALLS,BONNEVILLE,ID,83401,SLC,,,43.51475817,-112.0337537
FRMVLVA,IMMIGRATION CENTERS OF AMERICA FARMVILLE,508 WATERWORKS ROAD,FARMVILLE,PRINCE EDWARD,VA,23901,WAS,4/11/17,5/8/10,37.319501,-78.438276
IMPCOCA,IMPERIAL COUNTY JAIL,328 APPLESTILL ROAD,EL CENTRO,IMPERIAL,CA,92243,SND,3/3/16,11/3/86,32.74877157,-115.5630594
IRADFCA,IMPERIAL REGIONAL DETENTION FACILITY,1572 GATEWAY,CALEXICO,IMPERIAL,CA,92231,SND,4/11/17,22/09/2014,32.690811,-115.397861
INPHOLD,INDIANAPOLIS HOLD ROOM,"40 S Alabama St, Indianapolis, IN 46204",INDIANAPOLIS,MARION,IN,46206,CHI,29/10/2017,12/4/10,39.765936,-86.1535844
CHIHOLD,INS AIRPORT HOLD,"CHICAGO O'HARE AIRPORT, TERMINAL #5",CHICAGO,COOK,IL,60666,CHI,9/10/17,7/3/86,41.974839,-87.890021
HHWHOLD,INS DISTRICT OFFICE,595 ALA MOANA BLVD,HONOLULU,HONOLULU,HI,96813,SFR,12/9/17,17/07/1992,21.299633,-157.8631238
QUEICDF,"INS/WACKENHUT CON/FAC, NY",182-22 150TH AVE,JAMAICA,QUEENS,NY,11413,NYC,14/06/2005,3/11/90,40.711163,-73.809031
IONIAMI,IONIA COUNTY,133 EAST ADAMS,IONIA,IONIA,MI,48846,DET,25/06/2007,27/09/1991,42.98189833,-85.06152453
IRWINGA,IRWIN COUNTY DETENTION CENTER,132 COTTON DRIVE,OCILLA,IRWIN,GA,31772,ATL,4/11/17,26/09/2010,31.58099723,-83.25462794
ISABEMI,ISABELLA COUNTY JAIL,207 N COURT ST,MOUNT PLEASANT,ISABELLA,MI,48858,DET,26/08/2004,30/03/2004,43.60550694,-84.77502394
JHRWLTX,JACK HARWELL DETENTION CENTER,3101 MARLIN HWY,WACO,MCLENNAN,TX,76705,SNA,4/11/17,28/04/2011,31.5462976,-97.0673467
JACKSOR,JACKSON COUNTY JAIL,787 WEST 8TH STREET,MEDFORD,JACKSON,OR,97501,SEA,13/04/2014,31/08/1994,42.321995,-122.8786715
JACKSTX,JACKSON COUNTY JAIL,115 WEST MAIN STREET,EDNA,JACKSON,TX,77957,SNA,14/11/1998,22/09/1989,28.97793086,-96.64747
JAJUVOR,JACKSON COUNTY JUVENILE,609 WEST 10TH STREET,MEDFORD,JACKSON,OR,97501,SEA,1/11/11,8/5/97,42.32086865,-122.8777724
JMHOSFL,JACKSON MEMORIAL HOSPITAL,1611 N.W. 12TH AVE,MIAMI,MIAMI-DADE,FL,33186,MIA,31/05/2017,17/10/1988,25.8470752,-80.3062799
JAKHOLD,JACKSON MS HOLD ROOM,202 METROPLEX BLVD,PEARL,RANKIN,MS,39208,NOL,17/10/2017,30/08/2017,32.2879592,-90.0604261
JAXHOLD,JACKSONVILLE SUB-OFFICE,4121 SOUTHPOINT BLVD,JACKSONVILLE,DUVAL,FL,32216,MIA,27/06/2017,18/06/2003,30.25553186,-81.59002626
MUSIKCA,JAMES A. MUSICK FACILITY,13502 MUSICK ROAD,IRVINE,ORANGE,CA,92618,LOS,4/11/17,9/8/10,33.6630294,-117.7005928
JAJUVMO,JASPER COUNTY,530 S PEARL AVE,JOPLIN,JASPER,MO,64801,CHI,23/04/2003,20/02/2002,37.062296,-94.517885
JEFFEMT,JEFFERSON COUNTY DETENTION CENTER,110 SOUTH WASHINGTON STREET,BOULDER,JEFFERSON,MT,59632,SLC,14/11/2013,17/01/1991,46.23578765,-112.1211429
JEFFEKS,JEFFERSON COUNTY JAIL,1360 WALNUT STREET,OSKALOOSA,JEFFERSON,KS,66066,CHI,19/11/2008,27/09/1995,39.20713197,-95.31135339
JEFFECO,JEFFERSON COUNTY JAIL,200 JEFFERSON COUNTY PARKWAY,GOLDEN,JEFFERSON,CO,80401,DEN,29/04/2010,7/4/92,39.7301082,-105.2042608
JEFFEOK,JEFFERSON COUNTY JAIL,218 N. MAIN STREET,WAURIKA,JEFFERSON,OK,73573,DAL,24/11/2003,17/08/1998,34.16522639,-98.00153416
JEFFEID,JEFFERSON COUNTY JAIL,219 EAST FREMONT AVE,RIGBY,JEFFERSON,ID,83442,SLC,4/11/17,29/03/2000,43.67335753,-111.9108918
JEFFENY,JEFFERSON COUNTY JAIL,753 WATERMAN DRIVE,WATERTOWN,JEFFERSON,NY,13601,BUF,7/1/13,28/12/1988,43.973502,-75.928291
JEFFEIL,JEFFERSON COUNTY JAIL,911 CASEY AVENUE,MOUNT VERNON,JEFFERSON,IL,62864,CHI,13/03/2014,1/4/09,38.314552,-88.90253478
JEFFETX,JEFFERSON COUNTY JAIL,1001 PEARL STREET,BEAUMONT,JEFFERSON,TX,77701,HOU,5/11/09,3/1/02,30.079492,-94.094305
JWYTHWY,JEFFREY WARDLE YOUTH CENTER,3304 EAST I-80 SERVICE ROAD,CHEYENNE,LARAMIE,WY,82009,DEN,7/7/03,24/10/2002,41.1494377,-104.6763297
JENADLA,JENA/LASALLE DETENTION FACILITY,830 PINEHILL ROAD,JENA,LA SALLE,LA,71342,NOL,4/11/17,22/10/2007,31.70727408,-92.15105963
JENNIMO,JENNINGS CITY JAIL,5445 JENNINGS STATION ROAD,JENNINGS,SAINT LOUIS,MO,63136,CHI,11/11/10,19/02/1991,38.710918,-90.2665596
JEROMID,JEROME COUNTY DETENTION CENTER,2151 S. TIGER DRIVE,JEROME,JEROME,ID,83338,SLC,29/09/1999,15/02/1991,42.74055276,-114.5017032
BOPJES,JESUP FEDERAL CORRECTIONAL INSTITUTE,2600 HIGHWAY 301 SOUTH,JESUP,WAYNE,GA,31545,ATL,27/06/2005,15/05/1988,31.563858,-81.902342
MONTGTX,JOE CORLEY DETENTION FACILITY,500 HILBIG RD.,CONROE,MONTGOMERY,TX,77301,HOU,4/11/17,16/08/2008,30.3359939,-95.44819816
JOHNSTX,JOHNSON COUNTY CORRECTIONS CENTER,1800 RIDGEMAR DRIVE,CLEBURNE,JOHNSON,TX,76031,DAL,4/11/17,1/5/98,32.3749017,-97.38846453
JOHNSNE,JOHNSON COUNTY JAIL,222 NORTH 4TH STREET,TECUMSEH,JOHNSON,NE,68450,SPM,5/1/03,28/10/2002,40.36983885,-96.19411742
JOHNSNC,JOHNSTON COUNTY DETENTION CENTER,120 S. THIRD ST.,SMITHSFIELD,JOHNSTON,NC,27577,ATL,19/02/2007,30/06/2001,35.510854,-78.347455
JOSEPOR,JOSEPHINE COUNTY JAIL,1901 NORTHEAST F STREET,GRANTS PASS,JOSEPHINE,OR,97526,SEA,31/10/2017,19/12/1995,42.4384778,-123.3194571
JUABCUT,JUAB COUNTY JAIL,425 W. SHEEPLANE DRIVE,NEPHI,JUAB,UT,84648,SLC,8/8/05,20/02/1996,39.674385,-111.844584
KALAMMI,KALAMAZOO COUNTY,1500 LAMONT ST,KALAMAZOO,KALAMAZOO,MI,49048,DET,25/09/2007,11/1/97,42.277354,-85.548329
KANDIMN,KANDIYOHI COUNTY JAIL,2201 23RD ST NE,WILLMAR,KANDIYOHI,MN,56201,SPM,4/11/17,13/03/1992,45.1460114,-95.0136881
KANKEIL,KANKAKEE COUNTY JAIL (JEROME COMBS DET CTR),3050 JUSTICE WAY,KANKAKEE,KANKAKEE,IL,60901,CHI,4/11/17,8/10/16,41.07573766,-87.85922738
KANHOLD,KANSAS CITY HOLDROOM,9747 NW CONANT AVENUE,KANSAS CITY,JACKSON,MO,64101,CHI,1/1/15,23/11/2010,39.268843,-94.675548
KCCDCTX,KARNES COUNTY CIVIL DETENTION CENTER,FM 1144 AT US HIGHWAY 181,KARNES CITY,KARNES,TX,78118,SNA,5/8/14,1/1/12,28.884651,-97.915298
KARNETX,KARNES COUNTY CORRECTIONAL CENTER,810 COMMERCE STREET,KARNES CITY,KARNES,TX,78118,SNA,24/08/2017,13/01/1998,28.88348505,-97.91184814
KRNRCTX,KARNES COUNTY RESIDENTIAL CENTER,FM 1144 AT US HIGHWAY 181,KARNES CITY,KARNES,TX,78118,SNA,4/11/17,30/05/2014,28.884651,-97.915298
KEACOKS,KEARNY COUNTY JAIL,106 WASHINGTON AVENUE,LAKIN,KEARNY,KS,67860,CHI,6/10/02,24/04/1999,37.94228602,-101.2560264
KEICONE,KEITH COUNTY JAIL,103 EAST 5TH STREET,OGALLALA,KEITH,NE,69153,SPM,9/1/03,16/01/1999,41.12842362,-101.7196385
KENDATX,KENDALL COUNTY JAIL,C/O COUNTY SHERIFF,BOERNE,KENDALL,TX,78006,SNA,25/01/2007,15/05/1998,29.806359,-98.723116
KENNEME,KENNEBEC COUNTY JAIL,125 STATE STREET,AUGUSTA,KENNEBEC,ME,4330,BOS,3/8/03,22/08/1997,44.314249,-69.777791
KENNEGA,KENNESAW CITY JAIL,2539 J O STEPHENSON AVENUE,KENNESAW,COBB,GA,30144,ATL,2/10/07,11/7/89,34.02335388,-84.61661341
KENOSWI,KENOSHA COUNTY DETENTION CENTER,4777 88TH AVENUE,KENOSHA,KENOSHA,WI,53144,CHI,4/11/17,8/1/86,42.59321564,-87.9148965
KENOSW2,KENOSHA COUNTY PRETRIAL FACILITY,1000 55TH STREET,KENOSHA,KENOSHA,WI,53140,CHI,,,42.5848366,-87.8350235
KENTCMI,KENT COUNTY JAIL,701 BALL AVENUE NORTHEAST,GRAND RAPIDS,KENT,MI,49503,DET,4/11/17,11/9/91,42.97624673,-85.62990511
KENTOKY,KENTON COUNTY JAIL,303 COURT STREET,COVINGTON,KENTON,KY,41011,CHI,8/3/07,23/07/1996,39.08845199,-84.50872269
